"ResponseID","Status","StartDate","EndDate","rain1","rain2","temp1","temp2","political1","political2","football1","football2","baseball1","baseball2","movies1","movies2","housing1","housing2","crime1","crime2","geo1","geo2","pop1","pop2","soccer1","soccer2","ocean1","ocean2","s_chicago","s_minn","s_pitt","s_portland","s_obama","s_romney","s_cardinals","s_49ers","s_spiderman","s_batman","s_atlanta","s_nashville","s_columbus","s_detroit","s_nevada","s_wyoming","s_istanbul","s_shanghai","s_italy","s_germany","s_atlantic","s_indian","s_cubs","s_dodgers","e_rain1","e_rain2","e_rain3","e_rain4","e_rain5","e_rain6","e_rain7","e_rain8","e_temp1","e_temp2","e_temp3","e_temp4","e_temp5","e_temp6","e_temp7","e_temp8","e_politics1","e_politics2","e_politics3","e_politics4","e_politics5","e_politics6","e_politics7","e_politics8","e_football1","e_football2","e_football3","e_football4","e_football5","e_football6","e_football7","e_football8","e_baseball1","e_baseball2","e_baseball3","e_baseball4","e_baseball5","e_baseball6","e_baseball7","e_baseball8","e_movies1","e_movies2","e_movies3","e_movies4","e_movies5","e_movies6","e_movies7","e_movies8","e_housing1","e_housing2","e_housing3","e_housing4","e_housing5","e_housing6","e_housing7","e_housing8","e_crime1","e_crime2","e_crime3","e_crime4","e_crime5","e_crime6","e_crime7","e_crime8","e_geo1","e_geo2","e_geo3","e_geo4","e_geo5","e_geo6","e_geo7","e_geo8","e_pop1","e_pop2","e_pop3","e_pop4","e_pop5","e_pop6","e_pop7","e_pop8","e_soccer1","e_soccer2","e_soccer3","e_soccer4","e_soccer5","e_soccer6","e_soccer7","e_soccer8","e_ocean1","e_ocean2","e_ocean3","e_ocean4","e_ocean5","e_ocean6","e_ocean7","e_ocean8","k_rain","k_rain","k_temp","k_temp","k_presiden","k_presiden","k_football","k_football","k_baseball","k_baseball","k_movies","k_movies","k_housing","k_housing","k_crime","k_crime","k_geo","k_geo","k_populat","k_populat","k_soccer","k_soccer","k_ocean","k_ocean","dcheck1","dcheck2_1","dcheck2_2","dcheck2_3","dcheck2_4","dcheck2_5","dcheck2_6","dcheck2_7","dcheck2_8","dcheck2_9","dcheck2_10","age","gender","outside_sources","comments","target1","target2","target3","target4","target5","target6","target7","target8","target9","target10","target11","target12","block1","block2","block3","block4","block5","block6"
"R_3siTqobEHINwPEE","0","6/7/12 21:35","6/7/12 21:51","","5","","","","","","","","","","20","0","","","","","","0","","","12","0","","100","74","","","","","","","96","100","100","62","","","","","64","100","100","84","87","100","","","","","","","6","3","6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","6","3","5","2","6","2","","","","","","","","","","","","","","","","","","","","","3","6","4","5","","","","","","","","","3","4","3","5","3","5","4","5","","","","","","8","","","","","","","","","","10","8","","","","","","4","","","5","3","","2","","","","","","","","","","","25","1","2","No","Rain B","","","","","Box Office B","Housing Prices A","","","Population A","Soccer B","Ocean Size A","housing","rain","ocean","movies","population","soccer"
"R_83b7Jsamqx2DWEk","0","6/7/12 21:40","6/7/12 21:51","30","","","","","40","60","","","50","","","","","","20","","","","50","","","","","70","100","","","100","70","70","100","","","","","70","100","","","70","100","","","","","100","80","3","5","3","5","","","","","","","","","","","","","","","","","3","5","3","5","3","5","3","5","","","","","","","","","3","5","3","5","","","","","","","","","","","","","","","","","","","","","1","3","6","4","","","","","","","","","","","","","5","3","5","3","","","","","","","","","","","","","","","","","1","","","","","8","2","","","1","","","","","","2","","","","1","","","","","2","","","","","","","","","","","59","2","2","No","Rain A","","US President B","Football A","Baseball B","","","Crime B","","Population B","","","baseball","population","politics","rain","crime","football"
"R_7UkiUqVM4VhYq68","0","6/7/12 21:38","6/7/12 21:52","25","","15","","0","","","","","35","","","","55","","","","10","","","","","","","50","100","100","50","50","100","","","","","100","50","","","100","50","","","","","","","100","50","3","3","3","1","","","","","3","3","1","6","","","","","1","1","1","1","","","","","","","","","","","","","","","","","3","3","3","6","","","","","","","","","","","","","5","5","5","2","","","","","","","","","","","","","4","4","4","6","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","11","","","","","1","","","","6","","","","6","","","","","","","2","","","","","","","","","","","58","2","2","i enjoyed the survey","Rain A","Temperature A","US President A","","Baseball B","","Housing Prices B","","State Size B","","","","baseball","rain","housing","politics","state size","temp"
"R_cMAIorKVfOTsrB2","0","6/7/12 21:41","6/7/12 21:53","","65","","","","","70","","","40","45","","30","","70","","","","","","","","","","65","100","","","","","65","100","85","100","100","40","35","100","","","","","","","","","100","70","","","","","1","7","1","4","","","","","","","","","","","","","","","","","1","7","1","5","","","","","","","","","1","7","1","4","1","7","1","3","","","","","3","6","1","2","","","","","1","7","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","6","","","4","4","","9","","8","","","","","","","","","","2","","","","","","","","","","","34","2","2","NO","Rain B","","","Football A","Baseball B","Box Office A","Housing Prices A","Crime A","","","","","rain","crime","baseball","movies","football","housing"
"R_6n7isaSGIWNwrnC","0","6/7/12 21:40","6/7/12 21:53","","","49","","","60","","","","","","","","70","","","99","","25","","","","100","","","","100","99","90","100","","","","","100","80","","","100","80","70","100","","","100","60","","","","","","","","","","","1","7","1","7","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","5","","","","","","","","","7","1","7","1","","","","","7","2","7","2","","","","","","","","","","","","","7","1","7","1","","","","","","","9","","","8","","","","","","","","9","","","7","","2","","","","11","","2","","","","","","","","","","","26","1","2","this was actually an interesting survey! thanks for the $!","","Temperature A","US President B","","","","Housing Prices B","","State Size A","Population A","","Ocean Size A","housing","state size","politics","temp","population","ocean"
"R_0MX5o5eDmVHLYwI","0","6/7/12 21:45","6/7/12 21:55","45","","","","","","","","","","","","","70","75","","30","","","","","65","","20","100","30","","","","","","","","","70","100","75","100","75","100","","","25","100","100","90","","","4","3","2","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2","2","1","1","3","2","5","","","","","7","1","6","1","","","","","","","","","","","","","","","","","1","5","1","7","","","","","7","2","5","1","1","","","","","","","","","","","","","3","8","","6","","","","","1","","8","2","","","","","","","","","","","24","2","2","","Rain A","","","","","","Housing Prices B","Crime A","State Size A","","Soccer B","Ocean Size B","crime","ocean","rain","state size","soccer","housing"
"R_4OruXZLVYYhF6kY","0","6/7/12 21:47","6/7/12 21:55","","","","60","","","","30","","45","","","","","","40","","","","90","","","80","","","","35","100","","","50","100","","","","","50","100","","","40","100","","","100","65","100","45","","","","","","","","","","","","","3","2","2","5","","","","","","","","","","","","","1","1","1","7","","","","","5","1","5","4","","","","","","","","","","","","","","","","","","","","","7","1","7","2","","","","","","","","","","","","","7","1","7","1","","","","","","","","","7","1","7","1","","","","","","","","3","","","","1","","1","","","","","","3","","","","1","","","2","","1","","","","","","","","","","","25","2","2","","","Temperature B","","Football B","Baseball B","","","Crime B","","Population B","","Ocean Size A","crime","temp","ocean","population","baseball","football"
"R_dbSzM9dsA1iqomg","0","6/7/12 21:48","6/7/12 21:59","","50","","","60","","","","","50","90","","","","","50","","","","","","","80","","100","50","","","100","40","","","100","10","","","50","100","","","","","","","100","40","50","100","","","","","4","4","4","2","","","","","","","","","5","6","4","6","","","","","","","","","","","","","","","","","2","6","2","6","7","4","6","1","","","","","","","","","","","","","","","","","5","6","5","5","","","","","","","","","","","","","","","","","","","","","","","","","6","2","6","1","","","","","","6","","","6","","","","","11","11","","","","","5","","","","","","","10","","2","","","","","","","","","","","22","1","2","Nice survey!","Rain B","","US President A","","Baseball B","Box Office A","","Crime B","","","","Ocean Size A","movies","politics","baseball","crime","rain","ocean"
"R_agyCc6xJEH4ZtoU","0","6/7/12 21:51","6/7/12 22:00","57","","","","","","","","","","","","","","","50","","60","45","","","60","","50","100","50","","","","","","","","","","","80","100","100","30","35","100","42","100","50","100","","","3","6","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","2","6","2","","","","","7","1","7","1","7","2","7","1","","","","","","","","","1","6","1","5","","","","","7","1","7","1","4","","","","","","","","","","","","","","","6","","4","5","","","4","","4","2","","","","","","","","","","","27","2","2","","Rain A","","","","","","","Crime B","State Size B","Population A","Soccer B","Ocean Size B","state size","population","crime","ocean","rain","soccer"
"R_3aVtJHWLNhFAdYE","0","6/7/12 21:53","6/7/12 22:00","","","65","","","","","20","","55","","","","","100","","","","","100","","40","","","","","90","100","","","30","100","","","","","40","100","","","60","100","100","90","","","40","100","","","","","","","","","5","6","2","5","","","","","","","","","","","","","","","","","2","6","2","6","","","","","2","6","2","6","","","","","","","","","","","","","","","","","6","2","6","2","","","","","","","","","","","","","","","","","6","2","6","2","","","","","5","6","2","6","","","","","","","","","","","7","","","","","9","","7","","","","","10","","","","","10","","8","","","2","","","","","","","","","","","69","2","2","no","","Temperature A","","Football B","Baseball B","","","Crime A","","Population B","Soccer B","","temp","population","baseball","soccer","crime","football"
"R_88JQdt8Nso7TVR2","0","6/7/12 21:51","6/7/12 22:02","","","","","","25","50","","","100","35","","50","","","","","40","","","","","","","","","","","100","25","65","100","70","100","100","78","","","100","90","","","","","","","50","100","","","","","","","","","","","","","","","","","","","","","1","3","1","5","1","7","1","7","","","","","","","","","1","7","1","7","2","6","1","6","","","","","5","7","1","3","","","","","","","","","","","","","","","","","7","2","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","","","8","4","","2","","","","","4","","","","","","","2","","","","","","","","","","","57","2","2","interesting","","","US President B","Football A","Baseball B","Box Office A","Housing Prices A","","State Size B","","","","state size","housing","movies","football","baseball","politics"
"R_bKOMgKEX241TMdS","0","6/7/12 21:54","6/7/12 22:04","","","","10","59","","","37","","","","70","","","","","","30","","40","","","","","","","80","100","100","60","60","100","70","100","","","","","100","30","100","70","","","","","","","","","","","","","","","","","","","7","7","1","2","1","1","1","5","","","","","","","","","1","1","1","7","","","","","","","","","","","","","3","2","1","5","","","","","","","","","","","","","","","","","","","","","4","5","4","6","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","8","11","","","11","","","","11","","","","","","5","","9","","","","","2","","","","","","","","","","","24","1","2","","","Temperature B","US President A","Football B","","Box Office B","","","State Size B","Population B","","","movies","temp","population","football","state size","politics"
"R_4JaDhYplhI6uRuI","0","6/7/12 21:52","6/7/12 22:05","","50","","","","40","","","","","","","","85","","","","35","","80","","","","5","100","80","","","100","40","","","","","100","70","","","100","75","60","100","","","100","10","","","","","","","5","7","1","3","","","","","","","","","","","","","2","7","1","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","7","","","","6","","","","","","","","4","","","","5","","8","","","","10","2","","","","","","","","","","","37","1","2","thanx for the chance to participate in your survey...","Rain B","","US President B","","","","Housing Prices B","","State Size B","Population B","","Ocean Size B","ocean","population","rain","state size","housing","politics"
"R_cux5pRsgMrtD1rK","0","6/7/12 22:00","6/7/12 22:08","","","","30","","","","","","50","20","","70","","","","","","","30","","40","","","","","100","75","","","","","40","100","80","100","","","","","100","75","100","40","","","100","60","","","","","","","","","","","","","4","7","4","7","","","","","","","","","","","","","","","","","","","","","1","7","1","7","3","6","1","3","","","","","2","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","7","2","7","2","","","","","3","6","1","4","","","","","","","","","","","","3","","","","","","4","10","","3","","","","","","","3","","7","","","2","","","","","","","","","","","27","2","2","","","Temperature B","","","Baseball B","Box Office A","Housing Prices A","","","Population B","Soccer B","","movies","soccer","baseball","temp","housing","population"
"R_9XJP6lmpLpEEp4U","0","6/7/12 22:05","6/7/12 22:11","25","","","","","50","","","","","","","","","","0","0","","0","","","","75","","60","100","","","99","100","","","","","","","20","100","65","100","50","100","","","99","100","","","1","7","1","7","","","","","","","","","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","7","1","7","1","","","","","7","1","7","1","","","","","","","","","","","","","7","1","7","1","","","","","1","","","","","6","","","","","","","","","","11","8","","6","","","","1","","2","","","","","","","","","","","20","1","2","","Rain A","","US President B","","","","","Crime B","State Size A","Population A","","Ocean Size A","politics","rain","ocean","state size","population","crime"
"R_7WY9Skcr80icia0","0","6/7/12 22:08","6/7/12 22:13","70","","","","","","","","","","","","","90","","","80","","","20","","80","","10","100","75","","","","","","","","","100","60","","","100","85","50","100","20","100","100","80","","","6","2","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2","4","2","","","","","","","","","4","2","4","4","","","","","","","","","6","3","5","2","","","","","6","2","4","3","","","","","6","5","6","6","7","","","","","","","","","","","","","10","","","7","","","10","","9","","9","2","","","","","","","","","","","21","1","2","","Rain A","","","","","","Housing Prices B","","State Size A","Population B","Soccer B","Ocean Size B","rain","state size","population","housing","ocean","soccer"
"R_bgvN7sv5IlqCxtq","0","6/7/12 21:56","6/7/12 22:13","","","50","","","","","60","","50","","","","","75","","85","","","","","","100","","","","100","50","","","100","85","","","","","80","100","100","88","","","","","100","90","100","50","","","","","","","","","1","7","1","7","","","","","","","","","","","","","","","","","1","7","1","7","","","","","1","7","1","7","","","","","","","","","","","","","","","","","3","7","1","7","","","","","7","1","7","1","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","2","","","","","4","","1","","","","","3","","9","","","","","","11","","2","","","","","","","","","","","47","2","2","","","Temperature A","","Football B","Baseball B","","","Crime A","State Size A","","","Ocean Size A","temp","baseball","football","ocean","state size","crime"
"R_ePvzhOenun2j88Y","0","6/7/12 22:06","6/7/12 22:15","","30","45","","55","","","","","","35","","30","","","","","","","","66","","","","90","100","100","70","100","95","","","70","100","100","80","","","","","","","100","80","","","","","","","","","4","5","4","4","3","5","3","6","","","","","3","4","5","5","","","","","","","","","","","","","","","","","","","","","5","3","2","3","","","","","5","4","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","2","5","","","","","","","","","","","","","","3","3","","7","","","","","","6","","3","","","","","","","","4","","","","2","","","","","","","","","","","26","1","2","My browser messed up on this page, not sure if data was recorded correctly","Rain B","Temperature A","US President A","","","Box Office A","Housing Prices A","","","","Soccer A","","politics","temp","rain","soccer","housing","movies"
"R_cwftiUUUSDxLCSg","0","6/7/12 22:07","6/7/12 22:16","","","20","","50","","","50","60","","40","","","","80","","","","","","","","","","","","100","70","100","70","100","80","80","100","","","60","100","","","","","","","","","100","60","","","","","","","","","1","7","1","7","","","","","1","7","1","7","","","","","","","","","1","7","1","7","1","7","1","7","","","","","1","6","2","6","","","","","","","","","","","","","2","5","2","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","8","","","6","6","","8","","","","9","","","","","","","","","","2","","","","","","","","","","","34","2","1","","","Temperature A","US President A","Football B","Baseball A","Box Office A","","Crime A","","","","","football","baseball","politics","crime","movies","temp"
"R_bdcFPbIPhYfZmyo","0","6/7/12 22:07","6/7/12 22:20","","","","60","","","","60","","40","","","","40","50","","","","","","","","60","","","","100","40","","","100","50","","","100","60","100","50","","","","","","","100","50","100","50","","","","","","","","","","","","","1","1","1","7","","","","","","","","","","","","","1","1","1","7","","","","","1","7","1","7","","","","","","","","","","","","","7","7","7","4","1","1","1","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","1","7","1","","","","","","","","1","","","","1","","1","","","","1","1","","","","","","","","6","","1","","","","","","","","","","","34","1","2","All my answers are wild guess. ","","Temperature B","","Football B","Baseball B","","Housing Prices B","Crime A","","","","Ocean Size A","football","baseball","ocean","crime","housing","temp"
"R_08Qhn1YXZXhCXEo","0","6/7/12 22:13","6/7/12 22:20","","","","","","","","20","30","","15","","","","","","80","","","75","","45","","","","","","","","","45","100","65","100","","","","","100","85","60","100","100","90","","","45","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","1","5","1","5","1","7","","","","","3","6","1","3","","","","","","","","","","","","","","","","","","","","","7","2","6","2","","","","","","","","","7","1","7","1","","","","","1","7","1","6","","","","","","","","","","","","","","","","9","4","","4","","","","","","6","","","7","","2","","","2","","","","","","","","","","","22","1","2","No","","","","Football B","Baseball A","Box Office A","","","State Size A","Population B","Soccer B","","football","soccer","state size","baseball","movies","population"
"R_a2xyif3rDGWAzoo","0","6/7/12 23:07","6/7/12 23:22","","50","","","","40","","","","30","","","","20","","","","","","","50","","80","","100","100","","","100","85","","","","","60","100","","","","","","","100","100","100","30","100","60","","","","","2","4","1","4","","","","","","","","","","","","","1","7","1","5","","","","","","","","","","","","","3","6","1","4","","","","","","","","","","","","","6","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","1","5","1","6","","","","","7","1","7","1","","","","","","1","","","","7","","","","2","","","","5","","","","","","","1","","1","","2","","","","","","","","","","","21","2","2","I am an upper-middle class college student, and it is pathetic that I can't tell the difference between the Indian and the Atlantic. I probably should be shot on sight. Geography class should be mandatory for people my age. Jesus H. Christ. Oh and while you're at it, America, can you please revamp our shitty foreign language programs so the Europeans stop laughing at us? kthxbi.","Rain B","","US President B","","Baseball B","","Housing Prices B","","","","Soccer A","Ocean Size A","politics","rain","baseball","ocean","housing","soccer"
